CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
04064000;CHER à BRUERE-ALLICHAMPS;;656417.2;6629910;26;RGF93 / Lambert 93;18038;Bruère-Allichamps;18;Cher;24;Centre-Val de Loire;GR0149;;;;;;;;K5450090;K---0090;;2;Station qualité située sur un cours d'eau;CHER;1900-01-01;;2012-06-28;Evaluation;AVAL ST AMANT MONTROND - PONT D92;M;Station de mesure Manuelle;0;777063;;;
04064050;HYVERNIN À BRUERE-ALLICHAMPS;;655806.1;6632222;26;RGF93 / Lambert 93;18038;Bruère-Allichamps;18;Cher;24;Centre-Val de Loire;GR1979;;;;;;;;K5455300;K5455300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;AVAL DU PONT D35;M;Station de mesure Manuelle;0;999237;;;
04065000;CHER À FOECY;;635705.1;6674522;26;RGF93 / Lambert 93;18096;Foëcy;18;Cher;24;Centre-Val de Loire;GR0149;;;;;;;;K5490090;K---0090;;2;Station qualité située sur un cours d'eau;CHER;1900-01-01;;2013-12-05;Non renseigné;AMONT VIERZON FOECY - PONT D30;M;Station de mesure Manuelle;0;839314;;;
04065100;YEVRE À BAUGY;;675836.4;6662751;26;RGF93 / Lambert 93;18023;Baugy;18;Cher;24;Centre-Val de Loire;GR2087;;;;;;;;K5500231;K5--0231;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PT BRAS OUEST LD LA LOGE;M;Station de mesure Manuelle;0;999603;;;
04065710;AIRAIN À OSMERY;;672547.93;6648164;26;RGF93 / Lambert 93;18173;Osmery;18;Cher;24;Centre-Val de Loire;GR0330;;;;;;;;K5520300;K55-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;RD - JUSTE EN AVAL DU PONT D'ACCES AU MOULIN DE PRIOU;M;Station de mesure Manuelle;0;974513;;;
04066200;SAGONNIN à SAGONNE;;686696.1;6639216;26;RGF93 / Lambert 93;18195;Sagonne;18;Cher;24;Centre-Val de Loire;GR0331A;;;;;;;;K5614000;K5614000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseignée;PONT D109 LD LA PROVENCHERE (RD);M;Station de mesure Manuelle;0;988770;;;
04066500;AURON à BOURGES;;657066.2;6660042;26;RGF93 / Lambert 93;18033;Bourges;18;Cher;24;Centre-Val de Loire;GR0331A;;;;;;;;K5650300;K56-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;GIONNE (PASSERELLE);M;Station de mesure Manuelle;0;992376;;;
04066700;OUATIER à SAINTE-SOLANGE;;665901.1;6670442;26;RGF93 / Lambert 93;18235;Sainte-Solange;18;Cher;24;Centre-Val de Loire;GR2108;;;;;;;;K5554500;K5554500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PASSERELLE EN AMONT DU PONT D186;M;Station de mesure Manuelle;0;991975;;;
04066730;COLIN  À SAINT-GERMAIN-DU-PUY;;659829.6;6666590;26;RGF93 / Lambert 93;18213;Saint-Germain-du-Puy;18;Cher;24;Centre-Val de Loire;GR2140;;;;;;;;K5564200;K5564200;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-01-10;Non renseigné;PT N151;M;Station de mesure Manuelle;0;999240;;;
04066760;LANGIS À SAINT-GERMAIN-DU-PUY;;658657.2;6666930;26;RGF93 / Lambert 93;18213;Saint-Germain-du-Puy;18;Cher;24;Centre-Val de Loire;GR2116;;;;;;;;K5566200;K5566200;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-10-16;Non renseigné;AMONT PONT D151;M;Station de mesure Manuelle;0;995603;;;
04066860;MOULON à BOURGES;;656117.47;6669464.8;26;RGF93 / Lambert 93;18033;Bourges;18;Cher;24;Centre-Val de Loire;GR2132;;;;;;;;K5574100;K5574100;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;RG - COTE AVAL DU PONT D'ACCES A ASNIERES LES BOURGES DEPUIS LA RD940;M;Station de mesure Manuelle;0;994191;;;
04066950;RAMPENNE À PLAIMPIED-GIVAUDINS;;654490.2;6659676;26;RGF93 / Lambert 93;18180;Plaimpied-Givaudins;18;Cher;24;Centre-Val de Loire;GR2064;;;;;;;;K5664000;K5664000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PONT D216 AU LIEU-DIT SAINT-LADRE;M;Station de mesure Manuelle;0;998033;;;
04066975;AURON à BOURGES;;653346.62;6665078.39;26;RGF93 / Lambert 93;18033;Bourges;18;Cher;24;Centre-Val de Loire;GR0331B;;;;;;;;K5670300;K56-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;RD - AVAL BOURGES - JUSTE EN AMONT CONFLUENCE AVEC L'YEVRE;M;Station de mesure Manuelle;0;999796;;;
04067200;YEVRE A FOECY;;637062.3;6676647;26;RGF93 / Lambert 93;18096;Foëcy;18;Cher;24;Centre-Val de Loire;GR0315B;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2016-01-11;Non renseigné;PONT D30;M;Station de mesure Manuelle;0;;;;
04067210;RAU GUETTE À NEUVY-SUR-BARANGEON;;647835.9;6693399;26;RGF93 / Lambert 93;18165;Neuvy-sur-Barangeon;18;Cher;24;Centre-Val de Loire;GR2183;;;;;;;;K5724800;K5724800;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-03-07;Non renseigné;PASSERELLE AU LIEU-DIT LA BASSE BROSSE;M;Station de mesure Manuelle;0;994582;;;
04067240;BARANGEON à VIGNOUX-SUR-BARANGEON;;638296.4;6678903;26;RGF93 / Lambert 93;18281;Vignoux-sur-Barangeon;18;Cher;24;Centre-Val de Loire;GR0332;;;;;;;;K5730300;K57-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;LE VILLAGE SALE (PONT);M;Station de mesure Manuelle;0;993366;;;
04067283;JOYEUSE à PREVERANGES;;645310.9;6597052;26;RGF93 / Lambert 93;18187;Préveranges;18;Cher;24;Centre-Val de Loire;GR0339;;;;;;;;K6014000;K6014000;;2;Station qualité située sur un cours d'eau;JOYEUSE;1900-01-01;;2013-05-27;Non renseigné;AVAL CONFLUENCE LE SAUZAIS, LES PAUMES;M;Station de mesure Manuelle;0;993674;;;
04067319;SINAISE à REZAY;;637929.2;6620361;26;RGF93 / Lambert 93;18193;Rezay;18;Cher;24;Centre-Val de Loire;GR0338;;;;;;;;K6060300;K60-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-27;Non renseigné;D80 AU LD LES GILETS (RD);M;Station de mesure Manuelle;0;995259;;;
04067350;ARNON à POISIEUX;;629095.8;6658968;26;RGF93 / Lambert 93;18182;Poisieux;18;Cher;24;Centre-Val de Loire;GR0334A;;;;;;;;K6110240;K6--0240;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-27;Non renseigné;PONT D 190;M;Station de mesure Manuelle;0;974595;;;
04067375;RAU DE LA VIGNOLE à SAINT-AOUSTRILLE;;621741.06;6649073.18;26;RGF93 / Lambert 93;36179;Saint-Aoustrille;36;Indre;24;Centre-Val de Loire;GR0340A;;;;;;;;K6154000;K6154000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2008-10-02;Non renseignée;AVAL POSTE DE VILLEMONT -  AVAL PONT SNCF;M;Station de mesure Manuelle;0;998087;;;
04067400;THEOLS à SAINTE-LIZAIGNE;;626113.6;6656660;26;RGF93 / Lambert 93;36199;Sainte-Lizaigne;36;Indre;24;Centre-Val de Loire;GR0340B;;;;;;;;K6170310;K61-0310;;2;Station qualité située sur un cours d'eau;THEOLS;1900-01-01;;2012-06-27;Non renseigné;PONT D34;M;Station de mesure Manuelle;0;990345;;;
04067625;THEOLS à MEUNET-PLANCHES;;620042.9;6641406;26;RGF93 / Lambert 93;36121;Meunet-Planches;36;Indre;24;Centre-Val de Loire;GR0340A;;;;;;;;K6140310;K61-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-27;Non renseigné;D918 EN DIRECTION DE SAINT-LEGER AU LD LE GUE CHEMIN;M;Station de mesure Manuelle;0;970334;;;
04067700;ARNON à MEREAU;;626435.5;6673980;26;RGF93 / Lambert 93;18148;Méreau;18;Cher;24;Centre-Val de Loire;GR0334B;;;;;;;;K6190240;K6--0240;;2;Station qualité située sur un cours d'eau;ARNON;1900-01-01;;2013-05-27;Non renseigné;PONT D18E;M;Station de mesure Manuelle;0;992217;;;
04068010;CHER à MENNETOU-SUR-CHER;;614405;6685848;26;RGF93 / Lambert 93;41135;Mennetou-sur-Cher;41;Loir-et-Cher;24;Centre-Val de Loire;GR0150A;;;;;;;;K6200090;K---0090;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-03-05;Non renseigné;LIEU-DIT LA PLAGE;M;Station de mesure Manuelle;0;871976;;;
04068050;PREE À MARAY;;616429.9;6683468;26;RGF93 / Lambert 93;41122;Maray;41;Loir-et-Cher;24;Centre-Val de Loire;GR2145;;;;;;;;K6214000;K6214000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-07-26;Non renseigné;AMONT PONT D117 A MARAY;M;Station de mesure Manuelle;0;994932;;;
04068270;GRANDE SAULDRE à NOYER (LE);;675610.7;6697540;26;RGF93 / Lambert 93;18168;Le Noyer;18;Cher;24;Centre-Val de Loire;GR0336;;;;;;;;K6300250;K6--0250;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT D55 (RD);M;Station de mesure Manuelle;0;836295;;;
04068305;IONNE À DAMPIERRE-EN-CROT;;668906.4;6704886;26;RGF93 / Lambert 93;18084;Dampierre-en-Crot;18;Cher;24;Centre-Val de Loire;GR2219;;;;;;;;K6324500;K6324500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2017-02-02;Non renseigné;PONT DE LA ROUTE DE VILLEGENON A DAMPIERRE;M;Station de mesure Manuelle;0;994368;;;
04068410;NERE À CLEMONT;;647910.8;6718270;26;RGF93 / Lambert 93;18067;Clémont;18;Cher;24;Centre-Val de Loire;GR0342;;;;;;;;K6334000;K6334000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-01-05;Non renseigné;PT D923;M;Station de mesure Manuelle;0;999821;;;
04068420;SAULDRE à BRINON-SUR-SAULDRE;;644269.12;6718471.33;26;RGF93 / Lambert 93;18037;Brinon-sur-Sauldre;18;Cher;24;Centre-Val de Loire;GR0335;;;;;;;;K6330250;K6--0250;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PONT D 923;M;Station de mesure Manuelle;0;897004;;;
04068440;BOUTE VIVE À SAINTE-MONTAINE;;643260;6711532;26;RGF93 / Lambert 93;18227;Sainte-Montaine;18;Cher;24;Centre-Val de Loire;GR1013;;;;;;;;K6344000;K6344000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-07-26;Non renseigné;D13 LD LA BOUTE;M;Station de mesure Manuelle;0;992590;;;
04068470;PETITE SAULDRE à IVOY-LE-PRE;;659921.6;6689490;26;RGF93 / Lambert 93;18115;Ivoy-le-Pré;18;Cher;24;Centre-Val de Loire;GR0341;;;;;;;;K6350300;K63-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseignée;PONT D22 (RD);M;Station de mesure Manuelle;0;948316;;;
04068550;PETITE SAULDRE À MENETREOL-SUR-SAULDRE;;647608.9;6705380;26;RGF93 / Lambert 93;18147;Ménétréol-sur-Sauldre;18;Cher;24;Centre-Val de Loire;GR0341;;;;;;;;K6370300;K63-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;AMONT DU PONT - AU NIVEAU DE LA STATION LIMNIMETRIQUE;M;Station de mesure Manuelle;0;975569;;;
04068800;SAULDRE à SALBRIS;;629700.6;6704001;26;RGF93 / Lambert 93;41232;Salbris;41;Loir-et-Cher;24;Centre-Val de Loire;GR0337A;;;;;;;;K6400250;K6--0250;;2;Station qualité située sur un cours d'eau;SAULDRE - ex  LD Gué de PIERRE, déplacement probable suite à installation du golf;1900-01-01;;2012-06-28;Non renseigné;LD CHATILLON - LE LONG RN 724;M;Station de mesure Manuelle;0;931416;;;
04068900;NAON À SELLES-SAINT-DENIS;;618742.1;6698056;26;RGF93 / Lambert 93;41084;La Ferté-Imbault;41;Loir-et-Cher;24;Centre-Val de Loire;GR2211;;;;;;;;K6424100;K6424100;;2;Station qualité située sur un cours d'eau;Prélèvement en aval du pont;1900-01-01;;2013-03-13;Non renseigné;PONT D147a;M;Station de mesure Manuelle;0;998696;;;
04068918;RERE À NANCAY;;639260.4;6696494;26;RGF93 / Lambert 93;18159;Nançay;18;Cher;24;Centre-Val de Loire;GR1553;;;;;;;;K6440300;K64-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-05-19;Non renseigné;PONT D29;M;Station de mesure Manuelle;0;967593;;;
04068925;RERE à THEILLAY;;628767.5;6694343;26;RGF93 / Lambert 93;41256;Theillay;41;Loir-et-Cher;24;Centre-Val de Loire;GR0343;;;;;;;;K6450300;K64-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-28;Non renseigné;PT RN 20 - LA LOGE;M;Station de mesure Manuelle;0;980034;;;
04068927;ROUAIRE à THEILLAY;;627095.2;6692956;26;RGF93 / Lambert 93;41256;Theillay;41;Loir-et-Cher;24;Centre-Val de Loire;GR2178;;;;;;;;K6454900;K6454900;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2009-05-05;Non renseigné;LIEU DIT "LES ARDELOUPS" AU MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;999593;;;
04068970;PETITE RERE à LANGON;;615998.3;6692409;26;RGF93 / Lambert 93;41110;Langon-sur-Cher;41;Loir-et-Cher;24;Centre-Val de Loire;GR0343;;;;;;;;K6450301;K64-0301;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-06-21;Non renseigné;AVAL PT D123 - AU MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;998023;;;
04068995;R BEAUCE À LOREUX;;614203.8;6698775;26;RGF93 / Lambert 93;41118;Loreux;41;Loir-et-Cher;24;Centre-Val de Loire;GR2209;;;;;;;;K6464000;K6464000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-01-20;Non renseigné;PONT ENTRE LE LIEU-DIT BOIS CLAIR ET LA D724;M;Station de mesure Manuelle;0;994069;;;
04069800;PRUNIERS EN SOLOGNE à PRUNIERS-EN-SOLOGNE;;600704.8;6693915;26;RGF93 / Lambert 93;41185;Pruniers-en-Sologne;41;Loir-et-Cher;24;Centre-Val de Loire;GR2202;;;;;;;;K6484500;K6484500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;AMONT PT D159 PROCHE "POSTE DE GAZ" MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;998925;;;
04070000;SAULDRE à PRUNIERS-EN-SOLOGNE;;599602.6;6691987;26;RGF93 / Lambert 93;41185;Pruniers-en-Sologne;41;Loir-et-Cher;24;Centre-Val de Loire;GR0337B;;;;;;;;K6480250;K6--0250;;2;Station qualité située sur un cours d'eau;SAULDRE;1900-01-01;;2013-05-27;Non renseigné;AVAL ROMORANTIN - PONT DE PRUNIERS - D20;M;Station de mesure Manuelle;0;981795;;;
04070208;FOUZON à SEMBLECAY;;600682.8;6682058;26;RGF93 / Lambert 93;36217;Sembleçay;36;Indre;24;Centre-Val de Loire;GR0344;;;;;;;;K6520300;K65-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-28;Non renseigné;PONT D 31 EN AVAL DU BRAS;M;Station de mesure Manuelle;0;972147;;;
04070211;RENON à PARPECAY;;599922.2;6680740;26;RGF93 / Lambert 93;36229;Val-Fouzon;36;Indre;24;Centre-Val de Loire;GR0346;;;;;;;;K6540310;K65-0310;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-28;Non renseigné;PONT D127 ENTRE VILLEFRAY ET SEMBLECAY (RG);M;Station de mesure Manuelle;0;998289;;;
04070215;NAHON à SELLES-SUR-NAHON;;582811.8;6657540;26;RGF93 / Lambert 93;36216;Selles-sur-Nahon;36;Indre;24;Centre-Val de Loire;GR1545;;;;;;;;K6560320;K65-0320;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT ENTRE LE MOULIN DE CHASSENAY ET LA BALLERIE (RD);M;Station de mesure Manuelle;0;964513;;;
04070221;CEPHONS à MOULINS-SUR-CEPHONS;;591078.2;6656962;26;RGF93 / Lambert 93;36135;Moulins-sur-Céphons;36;Indre;24;Centre-Val de Loire;GR1546;;;;;;;;K6574000;K6574000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT EN AMONT DU VILLAGE;M;Station de mesure Manuelle;0;990281;;;
04070230;NAHON à MENETOU-SUR-NAHON;;598012.2;6680860;26;RGF93 / Lambert 93;36115;Menetou-sur-Nahon;36;Indre;24;Centre-Val de Loire;GR0347B;;;;;;;;K6580320;K65-0320;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT D 52;M;Station de mesure Manuelle;0;998334;;;
04070240;FOUZON à MEUSNES;;585464.08;6685550.11;26;RGF93 / Lambert 93;41139;Meusnes;41;Loir-et-Cher;24;Centre-Val de Loire;GR0345;;;;;;;;K6590300;K65-0300;;2;Station qualité située sur un cours d'eau;FOUZON;1900-01-01;;2012-07-05;Non renseigné;AVAL - LD LE GUE AU LOUP;M;Station de mesure Manuelle;0;997523;;;
04070260;MODON à COUFFI;;583416.56;6683868.46;26;RGF93 / Lambert 93;41063;Couffy;41;Loir-et-Cher;24;Centre-Val de Loire;GR0348;;;;;;;;K6604000;K6604000;;2;Station qualité située sur un cours d'eau;MODON;1900-01-01;;2012-06-12;Non renseigné;LE MOULIN DE SOUBRY;M;Station de mesure Manuelle;0;997627;;;
04070280;RAU DE SEIGY à SEIGY;;578118.6;6686150;26;RGF93 / Lambert 93;41239;Seigy;41;Loir-et-Cher;24;Centre-Val de Loire;GR2147;;;;;;;;K6614100;K6614100;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-03-22;Non renseigné;AMONT PT D17 AU NIVEAU DU CAMPING MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;999795;;;
04070290;TRAINE-FEUILLES à SAINT-AIGNAN;;577341.3;6686100;26;RGF93 / Lambert 93;41198;Saint-Aignan;41;Loir-et-Cher;24;Centre-Val de Loire;GR2144;;;;;;;;K6615000;K6615000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-03-22;Non renseigné;A SAINT AIGNAN RUE DE LA TOUZELLERIE MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;999414;;;
04070300;CHER à SAINT-AIGNAN;;577165.4;6686889;26;RGF93 / Lambert 93;41198;Saint-Aignan;41;Loir-et-Cher;24;Centre-Val de Loire;GR0150C;;;;;;;;K6610090;K---0090;;2;Station qualité située sur un cours d'eau;CHER;1900-01-01;;2013-05-27;Non renseigné;PONT DE ST AIGNAN - N675;M;Station de mesure Manuelle;0;922169;;;
04070320;RAU DE CIVIERE à MAREUIL-SUR-CHER;;572190.3;6689752;26;RGF93 / Lambert 93;41126;Mareuil-sur-Cher;41;Loir-et-Cher;24;Centre-Val de Loire;GR2155;;;;;;;;K6615800;K6615800;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-04-10;Non renseigné;LD LA SABARDE;M;Station de mesure Manuelle;0;998633;;;
04070350;RENNES à SAINT-ROMAIN-SUR-CHER;;578796.9;6692470;26;RGF93 / Lambert 93;41229;Saint-Romain-sur-Cher;41;Loir-et-Cher;24;Centre-Val de Loire;GR2192;;;;;;;;K6624000;K6624000;;2;Station qualité située sur un cours d'eau;RENNES;1900-01-01;;2018-03-07;Non renseigné;LA CROIX HEMERY - AMONT DU PONT DE L'ETANG;M;Station de mesure Manuelle;0;993287.957;;;
04070380;BAVET à MONTHOU-SUR-CHER;;570402.2;6694836;26;RGF93 / Lambert 93;41146;Monthou-sur-Cher;41;Loir-et-Cher;24;Centre-Val de Loire;GR2205;;;;;;;;K6634200;K6634200;;2;Station qualité située sur un cours d'eau;BAVET Accès rive droite en avl du pont proche D21;1900-01-01;;2013-05-17;Non renseigné;D21 - LIEU-DIT LES TAUPONNIERES;M;Station de mesure Manuelle;0;998439;;;
04070395;RAU D'ANGE à ANGE;;567196.4;6694564;26;RGF93 / Lambert 93;41002;Angé;41;Loir-et-Cher;24;Centre-Val de Loire;GR2166;;;;;;;;K6644000;K6644000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2012-06-12;Non renseigné;PROCHE DE LA D158 MILIEU DU COURS D'EAU;M;Station de mesure Manuelle;0;999536;;;
04070425;RAU D'AIGUEVIVES À FAVEROLLES-SUR-CHER;;563155.3;6692692;26;RGF93 / Lambert 93;41080;Faverolles-sur-Cher;41;Loir-et-Cher;24;Centre-Val de Loire;GR2171;;;;;;;;K6644600;K6644600;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-12-03;Non renseigné;LE LONG DE LA D170 A PROXIMITE DU LIEU-DIT LE COTEAU;M;Station de mesure Manuelle;0;997002;;;
04071750;PETIT CHER OU VIEUX CHER À BALLAN-MIRE;;521472.3;6699018;26;RGF93 / Lambert 93;37018;Ballan-Miré;37;Indre-et-Loire ;24;Centre-Val de Loire;GR2195;;;;;;;;K6716200;K6716200;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-03-22;Non renseigné;LD "LES CARNAUX" SUR PONT MENANT AU LD "LES GRANGES";M;Station de mesure Manuelle;0;997671;;;
04072000;CHER à SAVONNIERES;;514633.9;6697096;26;RGF93 / Lambert 93;37243;Savonnières;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0150C;;;;;;;;K6720090;K---0090;;2;Station qualité située sur un cours d'eau;CHER;1900-01-01;;2010-01-29;Non renseigné;PONT DE SAVONNIERES - FACE EGLISE;M;Station de mesure Manuelle;0;994428;;;
04072150;ROUMER à LANGEAIS;;499247.7;6696001;26;RGF93 / Lambert 93;37123;Langeais;37;Indre-et-Loire ;24;Centre-Val de Loire;GR2217;;;;;;;;K6814000;K6814000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;LD CERISIER (RG);M;Station de mesure Manuelle;0;992912;;;
04072840;INDRE à BRIANTES;;624959.2;6606173;26;RGF93 / Lambert 93;36025;Briantes;36;Indre;24;Centre-Val de Loire;GR0349;;;;;;;;K7020260;K7--0260;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-27;Non renseigné;PONT DE LA D83;M;Station de mesure Manuelle;0;747289;;;
04072875;IGNERAIE à NOHANT-VIC;;619404.8;6617353;26;RGF93 / Lambert 93;36143;Nohant-Vic;36;Indre;24;Centre-Val de Loire;GR0352;;;;;;;;K7040300;K70-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2013-05-17;Non renseigné;PONT D943;M;Station de mesure Manuelle;0;998484;;;
04073500;RINGOIRE à DEOLS;;600095;6637980;26;RGF93 / Lambert 93;36063;Déols;36;Indre;24;Centre-Val de Loire;GR2028;;;;;;;;K7207500;K7207500;;2;Station qualité située sur un cours d'eau;RINGOIRE;1900-01-01;;2012-06-27;Non renseigné;pont D64;M;Station de mesure Manuelle;0;999178;;;
04074000;INDRE À SAINT-MAUR (CHATEAUROUX);;595703;6634488;26;RGF93 / Lambert 93;36202;Saint-Maur;36;Indre;24;Centre-Val de Loire;GR0350B;;;;;;;;K7210260;K7--0260;;2;Station qualité située sur un cours d'eau;INDRE;1900-01-01;;2012-06-27;Non renseigné;PONT D81 LD BEL AIR (BRAS SUD) - AVAL DE LA STATION D'EPURATION;M;Station de mesure Manuelle;0;814064;;;
04074100;TREGONCE à VILLEDIEU-SUR-INDRE;;589495;6640238;26;RGF93 / Lambert 93;36241;Villedieu-sur-Indre;36;Indre;24;Centre-Val de Loire;GR2037;;;;;;;;K7217500;K7217500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-04-02;Non renseigné;LES AUBUES, PONT DU CHEMIN ENTRE LA D64E ET LE LIEU-DIT LA RAMÉE;M;Station de mesure Manuelle;0;998036;;;
04074140;RAU DE LA GROSSE PLANCHE À SAINT-LACTENCIN;;582443.2;6643812;26;RGF93 / Lambert 93;36198;Saint-Lactencin;36;Indre;24;Centre-Val de Loire;GR2015;;;;;;;;K7225000;K7225000;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-01-20;Non renseigné;_;M;Station de mesure Manuelle;0;996686;;;
04074200;INDRE à BUZANCAIS;;578775.1;6646080;26;RGF93 / Lambert 93;36031;Buzançais;36;Indre;24;Centre-Val de Loire;GR0351A;;;;;;;;K7220260;K7--0260;;2;Station qualité située sur un cours d'eau;INDRE;1900-01-01;;2012-06-27;Non renseigné;PONT GUE ST ETIENNE;M;Station de mesure Manuelle;0;844918;;;
04074210;RAU BEUVRIER À BUZANCAIS;;576735.6;6646618;26;RGF93 / Lambert 93;36031;Buzançais;36;Indre;24;Centre-Val de Loire;GR2029;;;;;;;;K7225800;K7225800;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2011-01-20;Non renseigné;_;M;Station de mesure Manuelle;0;997721;;;
04074215;RAU DE LA CITE À VILLEGOUIN;;576878.8;6649661;26;RGF93 / Lambert 93;36243;Villegouin;36;Indre;24;Centre-Val de Loire;GR2051;;;;;;;;K7226500;K7226500;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-05-19;Non renseigné;PONT D64;M;Station de mesure Manuelle;0;996304;;;
04074290;RAU DE BALLON OU DE VITRAY à SAINT-HIPPOLYTE;;556609.6;6662088;26;RGF93 / Lambert 93;37221;Saint-Hippolyte;37;Indre-et-Loire ;24;Centre-Val de Loire;GR2069;;;;;;;;K7324300;K7324300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2014-03-13;Non renseigné;AVAL PONT D 92;M;Station de mesure Manuelle;0;999420;;;
04074300;INDRE à SAINT-HIPPOLYTE;;554894.2;6663952;26;RGF93 / Lambert 93;37221;Saint-Hippolyte;37;Indre-et-Loire ;24;Centre-Val de Loire;GR0351B;;;;;;;;K7320260;K7--0260;;2;Station qualité située sur un cours d'eau;INDRE;1900-01-01;;2013-05-27;Non renseigné;LD ST MARTIN - PONT D12;M;Station de mesure Manuelle;0;892141;;;
